Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[215]    0.0    0.00    0.00       1         std::enable_if<Detail::conjunction<Catch::Detail::is_le_comparable<BigInteger const&, BigInteger, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger>::type> > >::value, Catch::BinaryExpr<BigInteger const&, BigInteger const&> >::type Catch::operator<=<BigInteger>(Catch::ExprLhs<BigInteger const&>&&, BigInteger&&) [215]
                0.00    0.00       1/389         operator<=(BigInteger const&, BigInteger const&) [198]
                0.00    0.00       1/726         Catch::operator"" _sr(char const*, unsigned long) [294]
                0.00    0.00       1/86          Catch::BinaryExpr<BigInteger const&, BigInteger const&>::BinaryExpr(bool, BigInteger const&, Catch::StringRef, BigInteger const&) [341]
-----------------------------------------------
                0.00    0.00       1/1           CATCH2_INTERNAL_TEST_16() [102]
[216]    0.0    0.00    0.00       1         std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<BigInteger&, BigInteger, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger>::type> > >::value, Catch::BinaryExpr<BigInteger&, BigInteger const&> >::type Catch::operator==<BigInteger>(Catch::ExprLhs<BigInteger&>&&, BigInteger&&) [216]
                0.00    0.00       1/9789        operator==(BigInteger const&, BigInteger const&) [174]
                0.00    0.00       1/726         Catch::operator"" _sr(char const*, unsigned long) [294]
                0.00    0.00       1/1           Catch::BinaryExpr<BigInteger&, BigInteger const&>::BinaryExpr(bool, BigInteger&, Catch::StringRef, BigInteger const&) [466]
-----------------------------------------------
                0.00    0.00       1/1           CATCH2_INTERNAL_TEST_6() [121]
[217]    0.0    0.00    0.00       1         std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<BigInteger&, BigInteger&, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger&>::type> > >::value, Catch::BinaryExpr<BigInteger&, BigInteger& const&> >::type Catch::operator==<BigInteger&>(Catch::ExprLhs<BigInteger&>&&, BigInteger&) [217]
                0.00    0.00       1/9789        operator==(BigInteger const&, BigInteger const&) [174]
                0.00    0.00       1/726         Catch::operator"" _sr(char const*, unsigned long) [294]
                0.00    0.00       1/1           Catch::BinaryExpr<BigInteger&, BigInteger&>::BinaryExpr(bool, BigInteger&, Catch::StringRef, BigInteger&) [468]
-----------------------------------------------
                0.00    0.00       1/1           CATCH2_INTERNAL_TEST_42() [207]
[218]    0.0    0.00    0.00       1         std::enable_if<Detail::conjunction<Catch::Detail::is_gt_comparable<BigInteger const&, BigInteger, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger>::type> > >::value, Catch::BinaryExpr<BigInteger const&, BigInteger const&> >::type Catch::operator><BigInteger>(Catch::ExprLhs<BigInteger const&>&&, BigInteger&&) [218]
                0.00    0.00       1/91000       operator>(BigInteger const&, BigInteger const&) <cycle 1> [146]
                0.00    0.00       1/726         Catch::operator"" _sr(char const*, unsigned long) [294]
                0.00    0.00       1/86          Catch::BinaryExpr<BigInteger const&, BigInteger const&>::BinaryExpr(bool, BigInteger const&, Catch::StringRef, BigInteger const&) [341]
-----------------------------------------------
                0.00    0.00      66/2870184     __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator-(long) const [358]
                0.00    0.00 1435026/2870184     std::vector<unsigned int, std::allocator<unsigned int> >::begin() const [91]
                0.00    0.00 1435092/2870184     std::vector<unsigned int, std::allocator<unsigned int> >::end() const [229]
[226]    0.0    0.00    0.00 2870184         __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int const* const&) [226]
-----------------------------------------------
                0.00    0.00 1227790/2870052     unsigned int const* std::__niter_base<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >) [231]
                0.00    0.00 1642262/2870052     bool __gnu_cxx::operator==<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [108]
[227]    0.0    0.00    0.00 2870052         __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [227]
-----------------------------------------------
                0.00    0.00     200/2851868     void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [197]
                0.00    0.00   46001/2851868     unsigned int* std::vector<unsigned int, std::allocator<unsigned int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >(unsigned long, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >) [125]
                0.00    0.00  192051/2851868     std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [71]
                0.00    0.00  319585/2851868     std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_initialize(unsigned long, unsigned int const&) [65]
                0.00    0.00  426901/2851868     std::vector<unsigned int, std::allocator<unsigned int> >::vector(std::vector<unsigned int, std::allocator<unsigned int> > const&) [27]
                0.00    0.00  746486/2851868     std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [64]
                0.00    0.00 1120644/2851868     std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [21]
[228]    0.0    0.00    0.00 2851868         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [228]
-----------------------------------------------
                0.00    0.00      66/1435092     std::vector<unsigned int, std::allocator<unsigned int> >::back() const [359]
                0.00    0.00  186994/1435092     std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [71]
                0.00    0.00  426901/1435092     std::vector<unsigned int, std::allocator<unsigned int> >::vector(std::vector<unsigned int, std::allocator<unsigned int> > const&) [27]
                0.00    0.00  821131/1435092     std::vector<unsigned int, std::allocator<unsigned int> >::empty() const [67]
[229]    0.0    0.00    0.00 1435092         std::vector<unsigned int, std::allocator<unsigned int> >::end() const [229]
                0.00    0.00 1435092/2870184     __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int const* const&) [226]
-----------------------------------------------
                0.00    0.00  281986/1227790     __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::copy<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [113]
                0.00    0.00  945804/1227790     unsigned int* std::copy<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [56]
[230]    0.0    0.00    0.00 1227790         __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >) [230]
-----------------------------------------------
                0.00    0.00  281986/1227790     __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [112]
                0.00    0.00  945804/1227790     unsigned int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [54]
[231]    0.0    0.00    0.00 1227790         unsigned int const* std::__niter_base<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >) [231]
                0.00    0.00 1227790/2870052     __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [227]
-----------------------------------------------
                0.00    0.00   20228/1140872     unsigned int* std::copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [176]
                0.00    0.00 1120644/1140872     decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned int*>(std::move_iterator<unsigned int*>) [235]
[232]    0.0    0.00    0.00 1140872         unsigned int* std::__miter_base<unsigned int*>(unsigned int*) [232]
-----------------------------------------------
                0.00    0.00 1120644/1120644     decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned int*>(std::move_iterator<unsigned int*>) [235]
[233]    0.0    0.00    0.00 1120644         std::move_iterator<unsigned int*>::base() const & [233]
-----------------------------------------------
                0.00    0.00    7444/1120644     std::move_iterator<unsigned int*> std::make_move_iterator<unsigned int*>(unsigned int*) [273]
                0.00    0.00 1113200/1120644     std::move_iterator<unsigned int*> std::__make_move_if_noexcept_iterator<unsigned int, std::move_iterator<unsigned int*> >(unsigned int*) [236]
[234]    0.0    0.00    0.00 1120644         std::move_iterator<unsigned int*>::move_iterator(unsigned int*) [234]
-----------------------------------------------
                0.00    0.00 1120644/1120644     unsigned int* std::copy<std::move_iterator<unsigned int*>, unsigned int*>(std::move_iterator<unsigned int*>, std::move_iterator<unsigned int*>, unsigned int*) [118]
[235]    0.0    0.00    0.00 1120644         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned int*>(std::move_iterator<unsigned int*>) [235]
                0.00    0.00 1120644/1140872     unsigned int* std::__miter_base<unsigned int*>(unsigned int*) [232]
                0.00    0.00 1120644/1120644     std::move_iterator<unsigned int*>::base() const & [233]
-----------------------------------------------
                0.00    0.00 1113200/1113200     unsigned int* std::__uninitialized_move_if_noexcept_a<unsigned int*, unsigned int*, std::allocator<unsigned int> >(unsigned int*, unsigned int*, unsigned int*, std::allocator<unsigned int>&) [98]
[236]    0.0    0.00    0.00 1113200         std::move_iterator<unsigned int*> std::__make_move_if_noexcept_iterator<unsigned int, std::move_iterator<unsigned int*> >(unsigned int*) [236]
                0.00    0.00 1113200/1120644     std::move_iterator<unsigned int*>::move_iterator(unsigned int*) [234]
-----------------------------------------------
                0.00    0.00     100/1070887     void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [197]
                0.00    0.00   46001/1070887     std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [71]
                0.00    0.00  278300/1070887     std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [21]
                0.00    0.00  746486/1070887     std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [247]
[237]    0.0    0.00    0.00 1070887         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [237]
                0.00    0.00 1070887/1070887     std::__new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [238]
-----------------------------------------------
                0.00    0.00 1070887/1070887     std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [237]
[238]    0.0    0.00    0.00 1070887         std::__new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [238]
-----------------------------------------------
                0.00    0.00 1070887/1070887     std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [61]
[239]    0.0    0.00    0.00 1070887         std::__new_allocator<unsigned int>::allocate(unsigned long, void const*) [239]
-----------------------------------------------
                0.00    0.00 1070787/1070787     void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [111]
[240]    0.0    0.00    0.00 1070787         void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [240]
-----------------------------------------------
                0.00    0.00   10114/1043338     unsigned int* std::__copy_move_a<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [175]
                0.00    0.00  472902/1043338     unsigned int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*>(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int*) [54]
                0.00    0.00  560322/1043338     unsigned int* std::__copy_move_a<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [117]
[241]    0.0    0.00    0.00 1043338         unsigned int* std::__niter_wrap<unsigned int*>(unsigned int* const&, unsigned int*) [241]
-----------------------------------------------
                0.00    0.00       1/876728      std::vector<Catch::Clara::Parser::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Catch::Clara::Detail::TokenStream) const::ParserInfo, std::allocator<Catch::Clara::Parser::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Catch::Clara::Detail::TokenStream) const::ParserInfo> >::_S_max_size(std::allocator<Catch::Clara::Parser::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Catch::Clara::Detail::TokenStream) const::ParserInfo> const&) [6974]
                0.00    0.00       1/876728      std::vector<Catch::ColumnInfo, std::allocator<Catch::ColumnInfo> >::_S_max_size(std::allocator<Catch::ColumnInfo> const&) [6323]
                0.00    0.00       2/876728      std::vector<Catch::Clara::Arg, std::allocator<Catch::Clara::Arg> >::_S_max_size(std::allocator<Catch::Clara::Arg> const&) [6476]
                0.00    0.00       2/876728      std::vector<Catch::ReporterSpec, std::allocator<Catch::ReporterSpec> >::_S_max_size(std::allocator<Catch::ReporterSpec> const&) [6363]
                0.00    0.00       2/876728      std::vector<unsigned long, std::allocator<unsigned long> >::_S_max_size(std::allocator<unsigned long> const&) [7008]
                0.00    0.00       2/876728      std::vector<Catch::Detail::unique_ptr<std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<Catch::Detail::unique_ptr<std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> > > > >::_S_max_size(std::allocator<Catch::Detail::unique_ptr<std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> > > > const&) [6653]
                0.00    0.00       2/876728      std::vector<Catch::SectionInfo, std::allocator<Catch::SectionInfo> >::_S_max_size(std::allocator<Catch::SectionInfo> const&) [6352]
                0.00    0.00       2/876728      std::vector<Catch::ProcessedReporterSpec, std::allocator<Catch::ProcessedReporterSpec> >::_S_max_size(std::allocator<Catch::ProcessedReporterSpec> const&) [6454]
                0.00    0.00       4/876728      std::vector<Catch::ISingleton*, std::allocator<Catch::ISingleton*> >::_S_max_size(std::allocator<Catch::ISingleton*> const&) [6873]
                0.00    0.00      14/876728      std::vector<Catch::Clara::Opt, std::allocator<Catch::Clara::Opt> >::_S_max_size(std::allocator<Catch::Clara::Opt> const&) [6494]
                0.00    0.00      16/876728      std::vector<Catch::TestCaseHandle, std::allocator<Catch::TestCaseHandle> >::_S_max_size(std::allocator<Catch::TestCaseHandle> const&) [6412]
                0.00    0.00      16/876728      std::vector<Catch::TestCaseInfo*, std::allocator<Catch::TestCaseInfo*> >::_S_max_size(std::allocator<Catch::TestCaseInfo*> const&) [6881]
                0.00    0.00      16/876728      std::vector<Catch::Detail::unique_ptr<Catch::TestCaseInfo>, std::allocator<Catch::Detail::unique_ptr<Catch::TestCaseInfo> > >::_S_max_size(std::allocator<Catch::Detail::unique_ptr<Catch::TestCaseInfo> > const&) [6562]
                0.00    0.00      16/876728      std::vector<Catch::Detail::unique_ptr<Catch::ITestInvoker>, std::allocator<Catch::Detail::unique_ptr<Catch::ITestInvoker> > >::_S_max_size(std::allocator<Catch::Detail::unique_ptr<Catch::ITestInvoker> > const&) [6552]
                0.00    0.00     107/876728      std::vector<Catch::StringRef, std::allocator<Catch::StringRef> >::_S_max_size(std::allocator<Catch::StringRef> const&) [6740]
                0.00    0.00     140/876728      std::vector<Catch::Detail::unique_ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Detail::unique_ptr<Catch::TestCaseTracking::ITracker> > >::_S_max_size(std::allocator<Catch::Detail::unique_ptr<Catch::TestCaseTracking::ITracker> > const&) [6585]
                0.00    0.00  876385/876728      std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [243]
[242]    0.0    0.00    0.00  876728         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [242]
-----------------------------------------------
                0.00    0.00  319585/876385      std::vector<unsigned int, std::allocator<unsigned int> >::_S_check_init_len(unsigned long, std::allocator<unsigned int> const&) [255]
                0.00    0.00  556800/876385      std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [123]
[243]    0.0    0.00    0.00  876385         std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [243]
                0.00    0.00  876385/876728      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [242]
-----------------------------------------------
                0.00    0.00  746486/746486      std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base(unsigned long, std::allocator<unsigned int> const&) [69]
[244]    0.0    0.00    0.00  746486         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&) [244]
                0.00    0.00  746486/746486      std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl_data::_Vector_impl_data() [246]
-----------------------------------------------
                0.00    0.00  746486/746486      std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [247]
[245]    0.0    0.00    0.00  746486         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl() [245]
-----------------------------------------------
                0.00    0.00  746486/746486      std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&) [244]
[246]    0.0    0.00    0.00  746486         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl_data::_Vector_impl_data() [246]
-----------------------------------------------
                0.00    0.00  746486/746486      std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [64]
[247]    0.0    0.00    0.00  746486         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [247]
                0.00    0.00  746486/1070887     std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [237]
                0.00    0.00  746486/746486      std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl() [245]
-----------------------------------------------
                0.00    0.00  601607/601607      unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [37]
[248]    0.0    0.00    0.00  601607         std::__size_to_integer(unsigned long) [248]
-----------------------------------------------
                0.00    0.00     200/575574      void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [197]
                0.00    0.00    7644/575574      __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::difference_type __gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [277]
                0.00    0.00  281986/575574      unsigned int* std::__niter_base<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [256]
                0.00    0.00  285744/575574      std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [21]
[249]    0.0    0.00    0.00  575574         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [249]
-----------------------------------------------
                0.00    0.00  560322/560322      unsigned int* std::__copy_move_a2<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [252]
[250]    0.0    0.00    0.00  560322         unsigned int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<unsigned int, unsigned int>(unsigned int*, unsigned int*, unsigned int*) [250]
                0.00    0.00  275827/275827      void std::__copy_move<true, false, std::random_access_iterator_tag>::__assign_one<unsigned int, unsigned int>(unsigned int*, unsigned int*) [257]
-----------------------------------------------
                0.00    0.00  560322/560322      unsigned int* std::__copy_move_a<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [117]
[251]    0.0    0.00    0.00  560322         unsigned int* std::__copy_move_a1<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [251]
                0.00    0.00  560322/560322      unsigned int* std::__copy_move_a2<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [252]
-----------------------------------------------
                0.00    0.00  560322/560322      unsigned int* std::__copy_move_a1<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [251]
[252]    0.0    0.00    0.00  560322         unsigned int* std::__copy_move_a2<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [252]
                0.00    0.00  560322/560322      unsigned int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<unsigned int, unsigned int>(unsigned int*, unsigned int*, unsigned int*) [250]
-----------------------------------------------
                0.00    0.00  544206/544206      std::vector<unsigned int, std::allocator<unsigned int> >::back() [122]
[253]    0.0    0.00    0.00  544206         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator*() const [253]
-----------------------------------------------
                0.00    0.00       1/370316      std::vector<Catch::Clara::Arg, std::allocator<Catch::Clara::Arg> >::_M_check_len(unsigned long, char const*) const [3717]
                0.00    0.00       1/370316      std::vector<Catch::ReporterSpec, std::allocator<Catch::ReporterSpec> >::_M_check_len(unsigned long, char const*) const [3663]
                0.00    0.00       1/370316      std::vector<unsigned long, std::allocator<unsigned long> >::_M_check_len(unsigned long, char const*) const [3942]
                0.00    0.00       1/370316      std::vector<Catch::Detail::unique_ptr<std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<Catch::Detail::unique_ptr<std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> > > > >::_M_check_len(unsigned long, char const*) const [3794]
                0.00    0.00       1/370316      std::vector<Catch::SectionInfo, std::allocator<Catch::SectionInfo> >::_M_check_len(unsigned long, char const*) const [3657]
                0.00    0.00       1/370316      std::vector<Catch::ProcessedReporterSpec, std::allocator<Catch::ProcessedReporterSpec> >::_M_check_len(unsigned long, char const*) const [3704]
                0.00    0.00       1/370316      Catch::FatalConditionHandler::FatalConditionHandler() [1306]
                0.00    0.00       2/370316      std::vector<Catch::ISingleton*, std::allocator<Catch::ISingleton*> >::_M_check_len(unsigned long, char const*) const [3882]
                0.00    0.00       7/370316      std::vector<Catch::Clara::Opt, std::allocator<Catch::Clara::Opt> >::_M_check_len(unsigned long, char const*) const [3724]
                0.00    0.00       8/370316      std::vector<Catch::TestCaseHandle, std::allocator<Catch::TestCaseHandle> >::_M_check_len(unsigned long, char const*) const [3684]
                0.00    0.00       8/370316      std::vector<Catch::TestCaseInfo*, std::allocator<Catch::TestCaseInfo*> >::_M_check_len(unsigned long, char const*) const [3885]
                0.00    0.00       8/370316      std::vector<Catch::Detail::unique_ptr<Catch::TestCaseInfo>, std::allocator<Catch::Detail::unique_ptr<Catch::TestCaseInfo> > >::_M_check_len(unsigned long, char const*) const [3754]
                0.00    0.00       8/370316      std::vector<Catch::Detail::unique_ptr<Catch::ITestInvoker>, std::allocator<Catch::Detail::unique_ptr<Catch::ITestInvoker> > >::_M_check_len(unsigned long, char const*) const [3751]
                0.00    0.00      53/370316      std::vector<Catch::StringRef, std::allocator<Catch::StringRef> >::_M_check_len(unsigned long, char const*) const [3831]
                0.00    0.00      70/370316      std::vector<Catch::Detail::unique_ptr<Catch::TestCaseTracking::ITracker>, std::allocator<Catch::Detail::unique_ptr<Catch::TestCaseTracking::ITracker> > >::_M_check_len(unsigned long, char const*) const [3762]
                0.00    0.00    3458/370316      operator-(BigInteger const&, BigInteger const&) <cycle 2> [124]
                0.00    0.00   88287/370316      BigInteger::addAbs(BigInteger const&, BigInteger const&) [8]
                0.00    0.00  278400/370316      std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [119]
[254]    0.0    0.00    0.00  370316         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [254]
-----------------------------------------------
                0.00    0.00  319585/319585      std::vector<unsigned int, std::allocator<unsigned int> >::vector(unsigned long, unsigned int const&, std::allocator<unsigned int> const&) [52]
[255]    0.0    0.00    0.00  319585         std::vector<unsigned int, std::allocator<unsigned int> >::_S_check_init_len(unsigned long, std::allocator<unsigned int> const&) [255]
                0.00    0.00  319585/876385      std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [243]
-----------------------------------------------
