Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.03      47/131         BigRational::to_normalized() const [17]
                0.00    0.00      94/227377      ABS(BigInteger const&) [57]
                0.00    0.00      94/237216      BigInteger::BigInteger() [66]
                0.00    0.00      94/192051      BigInteger::operator=(BigInteger const&) [70]
                0.00    0.00      47/65          BigRational::operator=(BigRational const&) [195]
                0.00    0.00     188/746486      BigInteger::~BigInteger() [63]
                0.00    0.00      47/216         BigRational::~BigRational() [192]
                0.00    0.00      47/427410      BigInteger::is_zero() const [147]
-----------------------------------------------
                0.00    0.00     356/73202153     operator/(BigInteger const&, BigInteger const&) [18]
                0.00    0.00     367/73202153     BigInteger::toString[abi:cxx11]() const [185]
                0.00    0.00    2078/73202153     BigInteger::subAbs(BigInteger const&, unsigned int) [194]
                0.00    0.00    2716/73202153     BigInteger::add_abs(BigInteger const&, unsigned int) [156]
                0.00    0.00   11290/73202153     left_shift(BigInteger const&, unsigned long) [140]
                0.00    0.00   13924/73202153     operator/(BigInteger const&, unsigned int) [128]
                0.00    0.00   32812/73202153     operator==(BigInteger const&, BigInteger const&) [174]
                0.00    0.00   48374/73202153     operator>(BigInteger const&, BigInteger const&) <cycle 1> [146]
                0.00    0.00   49165/73202153     operator*(BigInteger const&, BigInteger const&) [3]
                0.00    0.00   72388/73202153     BigInteger::sub_abs(BigInteger const&, BigInteger const&) [139]
                0.00    0.00   84193/73202153     operator==(BigInteger const&, unsigned int) [154]
                0.03    0.02 18248478/73202153     operator*(BigInteger const&, unsigned int) [9]
                0.09    0.05 54636012/73202153     BigInteger::addAbs(BigInteger const&, BigInteger const&) [8]
[11]    15.6    0.12    0.07 73202153         BigInteger::operator[](unsigned long) const [11]
                0.07    0.00 73202153/73338118     std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) const [24]
-----------------------------------------------
                0.08    0.00 18248478/37653761     operator*(BigInteger const&, unsigned int) [9]
                0.09    0.00 19405283/37653761     BigInteger::addAbs(BigInteger const&, BigInteger const&) [8]
[12]    13.9    0.17    0.00 37653761         BigInteger::add3(unsigned int, unsigned int, unsigned int, unsigned int*) [12]
-----------------------------------------------
                0.00    0.00     455/59481818     BigInteger::toString[abi:cxx11]() const [185]
                0.00    0.00     455/59481818     operator/(BigInteger const&, BigInteger const&) [18]
                0.00    0.00    2082/59481818     BigInteger::subAbs(BigInteger const&, unsigned int) [194]
                0.00    0.00    3842/59481818     BigInteger::add_abs(BigInteger const&, unsigned int) [156]
                0.00    0.00    6916/59481818     operator-(BigInteger const&, BigInteger const&) <cycle 2> [124]
                0.00    0.00    7244/59481818     operator/(BigInteger const&, unsigned int) [128]
                0.00    0.00    7378/59481818     BigInteger::multiplyByTwo() [188]
                0.00    0.00   22000/59481818     left_shift(BigInteger const&, unsigned long) [140]
                0.00    0.00   25098/59481818     operator==(BigInteger const&, BigInteger const&) [174]
                0.00    0.00   81316/59481818     BigInteger::sub_abs(BigInteger const&, BigInteger const&) [139]
                0.00    0.00  177883/59481818     operator*(BigInteger const&, BigInteger const&) [3]
                0.00    0.00  215382/59481818     operator==(BigInteger const&, unsigned int) [154]
                0.00    0.00  355938/59481818     operator>(BigInteger const&, BigInteger const&) <cycle 1> [146]
                0.00    0.01 4411211/59481818     BigInteger::left_shift_digit(unsigned long) [58]
                0.01    0.03 18392145/59481818     operator*(BigInteger const&, unsigned int) [9]
                0.02    0.06 35772473/59481818     BigInteger::addAbs(BigInteger const&, BigInteger const&) [8]
[13]    10.3    0.03    0.10 59481818         BigInteger::size() const [13]
                0.10    0.00 59481818/62498478     std::vector<unsigned int, std::allocator<unsigned int> >::size() const [16]
-----------------------------------------------
                0.00    0.12       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[14]     9.5    0.00    0.12       1         CATCH2_INTERNAL_TEST_20() [14]
                0.00    0.11      26/236         BigInteger::BigInteger(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
                0.00    0.00       4/332         operator%(BigInteger const&, BigInteger const&) [28]
                0.00    0.00       4/597         operator/(BigInteger const&, BigInteger const&) [18]
                0.00    0.00      16/43556       operator*(BigInteger const&, BigInteger const&) [3]
                0.00    0.00      15/95893       operator-(BigInteger const&, BigInteger const&) <cycle 2> [124]
                0.00    0.00     173/82369       BigInteger::BigInteger(long) [50]
                0.00    0.00      12/95893       operator+(BigInteger const&, BigInteger const&) <cycle 2> [6]
                0.00    0.00      84/90          BigIntegerToString[abi:cxx11](BigInteger const&) [184]
                0.00    0.00     266/746486      BigInteger::~BigInteger() [63]
                0.00    0.00      16/58          BigInteger::operator-() const [199]
                0.00    0.00      12/71          std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<BigInteger const&, BigInteger, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger>::type> > >::value, Catch::BinaryExpr<BigInteger const&, BigInteger const&> >::type Catch::operator==<BigInteger>(Catch::ExprLhs<BigInteger const&>&&, BigInteger&&) [204]
                0.00    0.00      12/13          std::enable_if<Detail::conjunction<Catch::Detail::is_ne_comparable<BigInteger const&, BigInteger, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger>::type> > >::value, Catch::BinaryExpr<BigInteger const&, BigInteger const&> >::type Catch::operator!=<BigInteger>(Catch::ExprLhs<BigInteger const&>&&, BigInteger&&) [209]
                0.00    0.00      16/16          BigInteger::sqrt() const [211]
                0.00    0.00     248/490         operator"" _catch_sr(char const*, unsigned long) [298]
                0.00    0.00     124/315         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [319]
                0.00    0.00     124/245         Catch::AssertionHandler::~AssertionHandler() [325]
                0.00    0.00     110/325         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [317]
                0.00    0.00      36/36          Catch::ExprLhs<char const (& const&) [2]> Catch::operator<=<char const (&) [2], 0>(Catch::Decomposer&&, char const (&) [2]) [364]
                0.00    0.00      36/36          std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [2], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [2], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [2]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [363]
                0.00    0.00      36/36          Catch::BinaryExpr<char const (&) [2], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [361]
                0.00    0.00      26/249         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [324]
                0.00    0.00      24/96          Catch::ExprLhs<BigInteger const&> Catch::operator<=<BigInteger, 0>(Catch::Decomposer&&, BigInteger&&) [338]
                0.00    0.00      24/86          Catch::BinaryExpr<BigInteger const&, BigInteger const&>::~BinaryExpr() [342]
                0.00    0.00      16/16          Catch::ExprLhs<double> Catch::operator<=<double, 0>(Catch::Decomposer&&, double) [374]
                0.00    0.00      16/16          std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<double, Catch::Approx, void>, std::negation<std::is_arithmetic<std::remove_reference<Catch::Approx>::type> > >::value, Catch::BinaryExpr<double, Catch::Approx const&> >::type Catch::operator==<Catch::Approx>(Catch::ExprLhs<double>&&, Catch::Approx&&) [372]
                0.00    0.00      16/16          Catch::BinaryExpr<double, Catch::Approx const&>::~BinaryExpr() [370]
                0.00    0.00      15/15          Catch::ExprLhs<char const (& const&) [3]> Catch::operator<=<char const (&) [3], 0>(Catch::Decomposer&&, char const (&) [3]) [379]
                0.00    0.00      15/15          std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [3], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [3], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [3]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [378]
                0.00    0.00      15/15          Catch::BinaryExpr<char const (&) [3], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [376]
                0.00    0.00       8/8           Catch::ExprLhs<char const (& const&) [5]> Catch::operator<=<char const (&) [5], 0>(Catch::Decomposer&&, char const (&) [5]) [392]
                0.00    0.00       8/8           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [5], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [5], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [5]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [391]
                0.00    0.00       8/8           Catch::BinaryExpr<char const (&) [5], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [389]
                0.00    0.00       6/6           Catch::ExprLhs<char const (& const&) [4]> Catch::operator<=<char const (&) [4], 0>(Catch::Decomposer&&, char const (&) [4]) [398]
                0.00    0.00       6/6           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [4], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [4], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [4]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [397]
                0.00    0.00       6/6           Catch::BinaryExpr<char const (&) [4], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [394]
                0.00    0.00       6/6           Catch::Approx::Approx<int, void>(int const&) [395]
                0.00    0.00       4/4           Catch::ExprLhs<char const (& const&) [11]> Catch::operator<=<char const (&) [11], 0>(Catch::Decomposer&&, char const (&) [11]) [406]
                0.00    0.00       4/4           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [11], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [11], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [11]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [405]
                0.00    0.00       4/4           Catch::BinaryExpr<char const (&) [11], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [403]
                0.00    0.00       3/3           Catch::ExprLhs<char const (& const&) [12]> Catch::operator<=<char const (&) [12], 0>(Catch::Decomposer&&, char const (&) [12]) [420]
                0.00    0.00       3/3           std::numeric_limits<int>::min() [422]
                0.00    0.00       3/3           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [12], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [12], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [12]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [416]
                0.00    0.00       3/3           Catch::BinaryExpr<char const (&) [12], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [410]
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [10]> Catch::operator<=<char const (&) [10], 0>(Catch::Decomposer&&, char const (&) [10]) [455]
                0.00    0.00       2/2           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [10], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [10], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [10]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [448]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [10], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [426]
                0.00    0.00       2/2           std::numeric_limits<int>::max() [463]
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [20]> Catch::operator<=<char const (&) [20], 0>(Catch::Decomposer&&, char const (&) [20]) [458]
                0.00    0.00       2/2           std::numeric_limits<long>::max() [464]
                0.00    0.00       2/2           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [20], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [20], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [20]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [451]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [20], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [432]
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [21]> Catch::operator<=<char const (&) [21], 0>(Catch::Decomposer&&, char const (&) [21]) [459]
                0.00    0.00       2/82372       std::numeric_limits<long>::min() [263]
                0.00    0.00       2/2           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [21], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [21], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [21]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [452]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [21], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [434]
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [6]> Catch::operator<=<char const (&) [6], 0>(Catch::Decomposer&&, char const (&) [6]) [460]
                0.00    0.00       2/2           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [6], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [6], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [6]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [453]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [6], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [436]
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [14]> Catch::operator<=<char const (&) [14], 0>(Catch::Decomposer&&, char const (&) [14]) [457]
                0.00    0.00       2/2           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [14], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [14], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [14]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [450]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [14], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [430]
                0.00    0.00       2/2           Catch::ExprLhs<char const (& const&) [13]> Catch::operator<=<char const (&) [13], 0>(Catch::Decomposer&&, char const (&) [13]) [456]
                0.00    0.00       2/2           std::enable_if<Detail::conjunction<Catch::Detail::is_eq_comparable<char const (&) [13], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::negation<std::is_arithmetic<std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type> > >::value, Catch::BinaryExpr<char const (&) [13], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&> >::type Catch::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(Catch::ExprLhs<char const (&) [13]>&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [449]
                0.00    0.00       2/2           Catch::BinaryExpr<char const (&) [13], std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::~BinaryExpr() [428]
-----------------------------------------------
                0.00    0.00     938/60322319     BigInteger::divideBySingleDigit(unsigned int) [190]
                0.00    0.00    2078/60322319     BigInteger::subAbs(BigInteger const&, unsigned int) [194]
                0.00    0.00    2716/60322319     BigInteger::add_abs(BigInteger const&, unsigned int) [156]
                0.00    0.00   13924/60322319     operator/(BigInteger const&, unsigned int) [128]
                0.00    0.00   14480/60322319     BigInteger::multiplyByTwo() [188]
                0.00    0.00   14669/60322319     left_shift(BigInteger const&, unsigned long) [140]
                0.00    0.00   37200/60322319     BigInteger::sub_abs(BigInteger const&, BigInteger const&) [139]
                0.00    0.00   78099/60322319     BigInteger::BigInteger(long) [50]
                0.01    0.00 6630930/60322319     BigInteger::left_shift_digit(unsigned long) [58]
                0.03    0.00 18296367/60322319     operator*(BigInteger const&, unsigned int) [9]
                0.06    0.00 35230918/60322319     BigInteger::addAbs(BigInteger const&, BigInteger const&) [8]
[15]     8.2    0.10    0.00 60322319         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [15]
-----------------------------------------------
                0.00    0.00      32/62498478     BigInteger::operator double() const [212]
                0.00    0.00      74/62498478     BigInteger::toString[abi:cxx11]() const [185]
                0.00    0.00     381/62498478     BigInteger::divideBySingleDigit(unsigned int) [190]
                0.00    0.00   49165/62498478     BigInteger::left_shift_digit(unsigned long) [58]
                0.00    0.00  348215/62498478     std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [71]
                0.00    0.00  426901/62498478     std::vector<unsigned int, std::allocator<unsigned int> >::vector(std::vector<unsigned int, std::allocator<unsigned int> > const&) [27]
                0.00    0.00  427410/62498478     BigInteger::is_zero() const [147]
                0.00    0.00  650882/62498478     std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long, unsigned int const&) [19]
                0.00    0.00 1113600/62498478     std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [119]
                0.10    0.00 59481818/62498478     BigInteger::size() const [13]
[16]     8.2    0.10    0.00 62498478         std::vector<unsigned int, std::allocator<unsigned int> >::size() const [16]
-----------------------------------------------
                0.00    0.00       1/131         operator*(BigRational, BigRational const&) [152]
                0.00    0.00       1/131         operator/(BigRational, BigRational const&) [151]
                0.00    0.00       2/131         operator-(BigRational, BigRational const&) [142]
                0.00    0.00       2/131         operator<(BigRational const&, BigRational const&) [144]
                0.00    0.00       3/131         operator+(BigRational, BigRational const&) [129]
                0.00    0.00       3/131         BigRational::addAbs(BigRational const&, BigRational const&) const [141]
                0.00    0.01      18/131         BigRational::BigRational(long, long) [103]
                0.00    0.03      47/131         BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [10]
                0.00    0.04      54/131         operator==(BigRational const&, BigRational const&) [49]
[17]     7.8    0.00    0.10     131         BigRational::to_normalized() const [17]
                0.00    0.06     118/118         BigRational::gcd(BigInteger const&, BigInteger const&) [29]
                0.00    0.04     236/236         BigInteger::operator/=(BigInteger const&) [51]
                0.00    0.00     144/82369       BigInteger::BigInteger(long) [50]
                0.00    0.00     131/144         BigRational::BigRational(BigRational const&) [189]
                0.00    0.00     262/746486      BigInteger::~BigInteger() [63]
                0.00    0.00      26/192051      BigInteger::operator=(BigInteger const&) [70]
                0.00    0.00     118/91000       operator<(BigInteger const&, BigInteger const&) <cycle 1> [179]
                0.00    0.00     262/427410      BigInteger::is_zero() const [147]
-----------------------------------------------
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_0() [114]
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_2() [97]
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_30() [166]
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_32() [167]
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_36() [168]
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_38() [169]
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_50() [130]
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_58() [170]
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_60() [171]
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_62() [172]
                0.00    0.00       1/597         CATCH2_INTERNAL_TEST_64() [173]
                0.00    0.00       2/597         CATCH2_INTERNAL_TEST_18() [22]
                0.00    0.00       2/597         CATCH2_INTERNAL_TEST_28() [94]
                0.00    0.00       2/597         CATCH2_INTERNAL_TEST_56() [38]
                0.00    0.00       3/597         CATCH2_INTERNAL_TEST_14() [45]
                0.00    0.00       4/597         CATCH2_INTERNAL_TEST_20() [14]
                0.00    0.00       5/597         CATCH2_INTERNAL_TEST_78() [25]
                0.00    0.04     236/597         BigInteger::operator/=(BigInteger const&) [51]
                0.00    0.05     332/597         operator%(BigInteger const&, BigInteger const&) [28]
[18]     7.7    0.00    0.09     597         operator/(BigInteger const&, BigInteger const&) [18]
                0.00    0.05    2878/43556       operator*(BigInteger const&, BigInteger const&) [3]
                0.00    0.02    2878/95893       operator+(BigInteger const&, BigInteger const&) <cycle 2> [6]
                0.00    0.02    2878/95893       operator-(BigInteger const&, BigInteger const&) <cycle 2> [124]
                0.00    0.00    3234/3622        operator/(BigInteger const&, unsigned int) [128]
                0.00    0.00    8601/192051      BigInteger::operator=(BigInteger const&) [70]
                0.00    0.00   13181/746486      BigInteger::~BigInteger() [63]
                0.00    0.00     563/563         operator+(BigInteger const&, int) [155]
                0.00    0.00     273/82369       BigInteger::BigInteger(long) [50]
                0.00    0.00     842/227377      ABS(BigInteger const&) [57]
                0.00    0.00      99/3757        left_shift(BigInteger const&, unsigned long) [140]
                0.00    0.00    3887/91000       operator<(BigInteger const&, BigInteger const&) <cycle 1> [179]
                0.00    0.00      33/33          BigInteger::normalize() [191]
                0.00    0.00      66/426901      BigInteger::BigInteger(BigInteger const&) [26]
                0.00    0.00    4071/427410      BigInteger::is_zero() const [147]
                0.00    0.00      66/237216      BigInteger::BigInteger() [66]
                0.00    0.00     592/215382      operator==(BigInteger const&, unsigned int) [154]
                0.00    0.00     455/59481818     BigInteger::size() const [13]
                0.00    0.00     356/73202153     BigInteger::operator[](unsigned long) const [11]
                0.00    0.00      33/66          BigInteger::count_leading_zeros() const [356]
-----------------------------------------------
                0.00    0.00       2/325441      BigInteger::subAbs(BigInteger const&, unsigned int) [194]
                0.00    0.00     563/325441      BigInteger::add_abs(BigInteger const&, unsigned int) [156]
                0.00    0.00    3458/325441      operator-(BigInteger const&, BigInteger const&) <cycle 2> [124]
                0.00    0.00    3458/325441      BigInteger::sub_abs(BigInteger const&, BigInteger const&) [139]
                0.00    0.00    3622/325441      operator/(BigInteger const&, unsigned int) [128]
                0.00    0.00    3725/325441      left_shift(BigInteger const&, unsigned long) [140]
                0.00    0.01   42906/325441      operator*(BigInteger const&, BigInteger const&) [3]
                0.00    0.01   47889/325441      operator*(BigInteger const&, unsigned int) [9]
                0.00    0.01   49165/325441      BigInteger::left_shift_digit(unsigned long) [58]
                0.00    0.02   82366/325441      BigInteger::BigInteger(long) [50]
                0.00    0.02   88287/325441      BigInteger::addAbs(BigInteger const&, BigInteger const&) [8]
[19]     6.7    0.00    0.08  325441         std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long, unsigned int const&) [19]
                0.02    0.06  282022/282022      std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [21]
                0.00    0.00  282022/971043      std::vector<unsigned int, std::allocator<unsigned int> >::end() [126]
                0.00    0.00  650882/62498478     std::vector<unsigned int, std::allocator<unsigned int> >::size() const [16]
-----------------------------------------------
                0.08    0.00 18248478/18248478     operator*(BigInteger const&, unsigned int) [9]
[20]     6.6    0.08    0.00 18248478         BigInteger::mul2(unsigned int, unsigned int, unsigned int*) [20]
-----------------------------------------------
                0.02    0.06  282022/282022      std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long, unsigned int const&) [19]
[21]     6.5    0.02    0.06  282022         std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [21]
                0.00    0.02  282022/601607      unsigned int* std::__uninitialized_fill_n_a<unsigned int*, unsigned long, unsigned int, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::allocator<unsigned int>&) [36]
                0.00    0.02  556600/556600      unsigned int* std::__uninitialized_move_if_noexcept_a<unsigned int*, unsigned int*, std::allocator<unsigned int> >(unsigned int*, unsigned int*, unsigned int*, std::allocator<unsigned int>&) [98]
                0.01    0.00  278300/1070887     std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [61]
