Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[73]     1.7    0.00    0.01       1         CATCH2_INTERNAL_TEST_120() [73]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/11          std::enable_if<std::conjunction<Catch::Detail::is_eq_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator==<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [84]
                0.00    0.00       2/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[74]     1.7    0.00    0.01       1         CATCH2_INTERNAL_TEST_122() [74]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/9           std::enable_if<std::conjunction<Catch::Detail::is_ne_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator!=<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [89]
                0.00    0.00       2/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[75]     1.7    0.00    0.01       1         CATCH2_INTERNAL_TEST_124() [75]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/11          std::enable_if<std::conjunction<Catch::Detail::is_eq_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator==<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [84]
                0.00    0.00       2/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[76]     1.7    0.00    0.01       1         CATCH2_INTERNAL_TEST_126() [76]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/9           std::enable_if<std::conjunction<Catch::Detail::is_ne_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator!=<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [89]
                0.00    0.00       2/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[77]     1.7    0.00    0.01       1         CATCH2_INTERNAL_TEST_128() [77]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/11          std::enable_if<std::conjunction<Catch::Detail::is_eq_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator==<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [84]
                0.00    0.00       2/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[78]     1.7    0.00    0.01       1         CATCH2_INTERNAL_TEST_130() [78]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/9           std::enable_if<std::conjunction<Catch::Detail::is_ne_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator!=<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [89]
                0.00    0.00       2/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[79]     1.7    0.00    0.01       1         CATCH2_INTERNAL_TEST_132() [79]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/11          std::enable_if<std::conjunction<Catch::Detail::is_eq_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator==<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [84]
                0.00    0.00       2/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[80]     1.7    0.00    0.01       1         CATCH2_INTERNAL_TEST_134() [80]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/9           std::enable_if<std::conjunction<Catch::Detail::is_ne_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator!=<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [89]
                0.00    0.00       2/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[81]     1.7    0.00    0.01       1         CATCH2_INTERNAL_TEST_136() [81]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/11          std::enable_if<std::conjunction<Catch::Detail::is_eq_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator==<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [84]
                0.00    0.00       2/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[82]     1.7    0.00    0.01       1         CATCH2_INTERNAL_TEST_138() [82]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/9           std::enable_if<std::conjunction<Catch::Detail::is_ne_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator!=<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [89]
                0.00    0.00       2/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/25          Catch::ExprLhs<BigRational const&> Catch::operator<=<BigRational, 0>(Catch::Decomposer&&, BigRational&&) [384]
                0.00    0.00       1/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::~BinaryExpr() [386]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[83]     1.6    0.00    0.01       1         CATCH2_INTERNAL_TEST_100() [83]
                0.00    0.01       2/47          BigRational::BigRational(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/2           operator/(BigRational, BigRational const&) [140]
                0.00    0.00       1/144         BigRational::BigRational(BigRational const&) [166]
                0.00    0.00       3/216         BigRational::~BigRational() [182]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       1/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       1/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_98() [49]
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_102() [64]
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_106() [66]
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_110() [68]
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_114() [70]
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_118() [72]
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_120() [73]
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_124() [75]
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_128() [77]
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_132() [79]
                0.00    0.00       1/11          CATCH2_INTERNAL_TEST_136() [81]
[84]     1.5    0.00    0.01      11         std::enable_if<std::conjunction<Catch::Detail::is_eq_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator==<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [84]
                0.00    0.01      11/27          operator==(BigRational const&, BigRational const&) [46]
                0.00    0.00      11/726         Catch::operator"" _sr(char const*, unsigned long) [315]
                0.00    0.00      11/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::BinaryExpr(bool, BigRational const&, Catch::StringRef, BigRational const&) [385]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[85]     1.5    0.00    0.01       1         CATCH2_INTERNAL_TEST_28() [85]
                0.00    0.01       4/236         BigInteger::BigInteger(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
                0.00    0.00       2/597         operator/(BigInteger, BigInteger const&) [18]
                0.00    0.00       2/43556       operator*(BigInteger, BigInteger const&) [3]
                0.00    0.00       2/95893       operator+(BigInteger, BigInteger const&) <cycle 1> [6]
                0.00    0.00       5/82369       BigInteger::BigInteger(long) [45]
                0.00    0.00       2/699705      BigInteger::BigInteger(BigInteger const&) [24]
                0.00    0.00      16/1019630     BigInteger::~BigInteger() [96]
                0.00    0.00       2/10          std::enable_if<std::conjunction<Catch::Detail::is_eq_comparable<BigInteger const&, BigInteger&, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger&>::type> > >::value, Catch::BinaryExpr<BigInteger const&, BigInteger& const&> >::type Catch::operator==<BigInteger&>(Catch::ExprLhs<BigInteger const&>&&, BigInteger&) [192]
                0.00    0.00       2/71          std::enable_if<std::conjunction<Catch::Detail::is_eq_comparable<BigInteger const&, BigInteger, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger>::type> > >::value, Catch::BinaryExpr<BigInteger const&, BigInteger const&> >::type Catch::operator==<BigInteger>(Catch::ExprLhs<BigInteger const&>&&, BigInteger&&) [186]
                0.00    0.00      10/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       5/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       5/245         Catch::AssertionHandler::~AssertionHandler() [346]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       4/96          Catch::ExprLhs<BigInteger const&> Catch::operator<=<BigInteger, 0>(Catch::Decomposer&&, BigInteger&&) [360]
                0.00    0.00       2/10          Catch::BinaryExpr<BigInteger const&, BigInteger&>::~BinaryExpr() [400]
                0.00    0.00       2/86          Catch::BinaryExpr<BigInteger const&, BigInteger const&>::~BinaryExpr() [364]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[86]     1.5    0.00    0.01       1         CATCH2_INTERNAL_TEST_2() [86]
                0.00    0.01       4/236         BigInteger::BigInteger(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
                0.00    0.00       1/597         operator/(BigInteger, BigInteger const&) [18]
                0.00    0.00       1/43556       operator*(BigInteger, BigInteger const&) [3]
                0.00    0.00       2/82369       BigInteger::BigInteger(long) [45]
                0.00    0.00       2/699705      BigInteger::BigInteger(BigInteger const&) [24]
                0.00    0.00      10/1019630     BigInteger::~BigInteger() [96]
                0.00    0.00       2/71          std::enable_if<std::conjunction<Catch::Detail::is_eq_comparable<BigInteger const&, BigInteger, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger>::type> > >::value, Catch::BinaryExpr<BigInteger const&, BigInteger const&> >::type Catch::operator==<BigInteger>(Catch::ExprLhs<BigInteger const&>&&, BigInteger&&) [186]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       4/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       2/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       2/96          Catch::ExprLhs<BigInteger const&> Catch::operator<=<BigInteger, 0>(Catch::Decomposer&&, BigInteger&&) [360]
                0.00    0.00       2/86          Catch::BinaryExpr<BigInteger const&, BigInteger const&>::~BinaryExpr() [364]
                0.00    0.00       2/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.01       1/1           Catch::(anonymous namespace)::TestInvokerAsFunction::invoke() const [1]
[87]     1.4    0.00    0.01       1         CATCH2_INTERNAL_TEST_24() [87]
                0.00    0.01       4/236         BigInteger::BigInteger(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2]
                0.00    0.00       4/1019630     BigInteger::~BigInteger() [96]
                0.00    0.00       2/71          std::enable_if<std::conjunction<Catch::Detail::is_eq_comparable<BigInteger const&, BigInteger, void>, std::negation<std::is_arithmetic<std::remove_reference<BigInteger>::type> > >::value, Catch::BinaryExpr<BigInteger const&, BigInteger const&> >::type Catch::operator==<BigInteger>(Catch::ExprLhs<BigInteger const&>&&, BigInteger&&) [186]
                0.00    0.00       4/490         operator"" _catch_sr(char const*, unsigned long) [322]
                0.00    0.00       4/268         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [341]
                0.00    0.00       4/1895        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [307]
                0.00    0.00       2/385         Catch::SourceLineInfo::SourceLineInfo(char const*, unsigned long) [330]
                0.00    0.00       2/96          Catch::ExprLhs<BigInteger const&> Catch::operator<=<BigInteger, 0>(Catch::Decomposer&&, BigInteger&&) [360]
                0.00    0.00       2/86          Catch::BinaryExpr<BigInteger const&, BigInteger const&>::~BinaryExpr() [364]
                0.00    0.00       2/245         Catch::AssertionHandler::~AssertionHandler() [346]
-----------------------------------------------
                0.00    0.00       1/19          CATCH2_INTERNAL_TEST_92() [142]
                0.00    0.00       2/19          CATCH2_INTERNAL_TEST_88() [129]
                0.00    0.00       2/19          CATCH2_INTERNAL_TEST_90() [128]
                0.00    0.00       2/19          CATCH2_INTERNAL_TEST_94() [130]
                0.00    0.00       3/19          CATCH2_INTERNAL_TEST_80() [115]
                0.00    0.00       3/19          CATCH2_INTERNAL_TEST_82() [118]
                0.00    0.00       3/19          CATCH2_INTERNAL_TEST_84() [119]
                0.00    0.00       3/19          CATCH2_INTERNAL_TEST_86() [124]
[88]     1.2    0.00    0.01      19         BigRational::BigRational(long, long) [88]
                0.00    0.01      18/131         BigRational::to_normalized() const [17]
                0.00    0.00      38/82369       BigInteger::BigInteger(long) [45]
                0.00    0.00      38/237556      BigInteger::BigInteger() [37]
                0.00    0.00      38/227377      ABS(BigInteger const&) [58]
                0.00    0.00      38/192391      BigInteger::operator=(BigInteger const&) [102]
                0.00    0.00      18/65          BigRational::operator=(BigRational const&) [180]
                0.00    0.00      78/1019630     BigInteger::~BigInteger() [96]
                0.00    0.00      18/216         BigRational::~BigRational() [182]
                0.00    0.00      19/427410      BigInteger::is_zero() const [139]
-----------------------------------------------
                0.00    0.00       1/9           CATCH2_INTERNAL_TEST_104() [65]
                0.00    0.00       1/9           CATCH2_INTERNAL_TEST_108() [67]
                0.00    0.00       1/9           CATCH2_INTERNAL_TEST_112() [69]
                0.00    0.00       1/9           CATCH2_INTERNAL_TEST_116() [71]
                0.00    0.00       1/9           CATCH2_INTERNAL_TEST_122() [74]
                0.00    0.00       1/9           CATCH2_INTERNAL_TEST_126() [76]
                0.00    0.00       1/9           CATCH2_INTERNAL_TEST_130() [78]
                0.00    0.00       1/9           CATCH2_INTERNAL_TEST_134() [80]
                0.00    0.00       1/9           CATCH2_INTERNAL_TEST_138() [82]
[89]     1.2    0.00    0.01       9         std::enable_if<std::conjunction<Catch::Detail::is_ne_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator!=<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [89]
                0.00    0.01       9/9           operator!=(BigRational const&, BigRational const&) [90]
                0.00    0.00       9/726         Catch::operator"" _sr(char const*, unsigned long) [315]
                0.00    0.00       9/20          Catch::BinaryExpr<BigRational const&, BigRational const&>::BinaryExpr(bool, BigRational const&, Catch::StringRef, BigRational const&) [385]
-----------------------------------------------
                0.00    0.01       9/9           std::enable_if<std::conjunction<Catch::Detail::is_ne_comparable<BigRational const&, BigRational, void>, std::negation<std::is_arithmetic<std::remove_reference<BigRational>::type> > >::value, Catch::BinaryExpr<BigRational const&, BigRational const&> >::type Catch::operator!=<BigRational>(Catch::ExprLhs<BigRational const&>&&, BigRational&&) [89]
[90]     1.2    0.00    0.01       9         operator!=(BigRational const&, BigRational const&) [90]
                0.00    0.01       9/27          operator==(BigRational const&, BigRational const&) [46]
-----------------------------------------------
                0.00    0.00     100/971369      std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [183]
